time,e1,e2,e3,z1,z2,z3,x,y,h
0.4484999999999957,1.3486914647844683,-0.010861275463989184,-0.010861275463989184,4.348691464784468,3.59469,3.59469,0.0,0.0,2.006622314453125
0.49849999999999994,1.2728718079746058,0.004928724536010787,0.004928724536011231,4.272871807974606,3.61048,3.6104800000000004,0.0,0.0,2.011566162109375
0.5484999999999971,1.3018216755302907,-0.009821275463989476,-0.009821275463989032,4.301821675530291,3.5957299999999996,3.59573,0.0,0.0,2.0135498046875
0.5984999999999943,1.4162047372959554,0.020828724536011034,0.020828724536011034,4.416204737295955,3.62638,3.62638,0.0,0.0,2.017364501953125
0.6484999999999985,1.2351158534168567,0.02501872453601095,0.02501872453601095,4.235115853416857,3.63057,3.63057,0.0,0.0,2.01885986328125
0.6984999999999957,1.2455120019272572,0.021598724536011193,0.021598724536011193,4.245512001927257,3.6271500000000003,3.6271500000000003,0.0,0.0,2.0218505859375
0.7484999999999999,1.1162603107014908,0.0262687245360107,0.0262687245360107,4.116260310701491,3.63182,3.63182,0.0,0.0,2.023284912109375
0.7984999999999971,1.1310058253509991,0.04483872453601068,0.04483872453601023,4.131005825350999,3.65039,3.6503899999999994,0.0,0.0,2.026611328125
0.8484999999999943,1.3080841286473701,0.04597872453601104,0.04597872453601104,4.30808412864737,3.65153,3.65153,0.0,0.0,2.02801513671875
0.8984999999999985,1.2909982992875113,0.06667872453601076,0.06667872453601076,4.290998299287511,3.67223,3.67223,0.0,0.0,2.030670166015625
0.9484999999999957,1.0658217180713372,0.06606872453601076,0.06606872453601076,4.065821718071337,3.67162,3.67162,0.0,0.0,2.032196044921875
0.9984999999999999,1.1728328613334114,0.07898872453601102,0.07898872453601102,4.172832861333411,3.68454,3.68454,0.0,0.0,2.035552978515625
1.048499999999997,1.0232243054408459,0.07901872453601166,0.07901872453601166,4.023224305440846,3.684570000000001,3.684570000000001,0.0,0.0,2.03692626953125
1.0984999999999943,1.0047216690825387,0.07192872453601096,0.07192872453601096,4.004721669082539,3.67748,3.67748,0.0,0.0,2.039581298828125
1.1484999999999985,0.9516814722702591,0.07381872453601046,0.07381872453601002,3.951681472270259,3.6793699999999996,3.679369999999999,0.0,0.0,2.040374755859375
1.198999999999998,0.9187449104634644,0.09090872453601095,0.09090872453601095,3.9187449104634644,3.69646,3.69646,0.0,0.0,2.042449951171875
1.2485,1.0866471910342659,0.09361872453601094,0.09361872453601094,4.086647191034266,3.69917,3.69917,0.0,0.0,2.04339599609375
1.298499999999997,1.0408554175325726,0.1282287245360112,0.1282287245360112,4.040855417532573,3.7337800000000003,3.7337800000000003,0.0,0.0,2.044891357421875
1.3484999999999943,0.8835672833146844,0.12781872453601073,0.12781872453601073,3.8835672833146844,3.73337,3.73337,0.0,0.0,2.04541015625
1.3984999999999985,0.9031532090191328,0.11998872453601095,0.1199887245360105,3.9031532090191328,3.72554,3.7255399999999996,0.0,0.0,2.046356201171875
1.4484999999999957,0.7942610729300288,0.12351872453601098,0.12351872453601054,3.794261072930029,3.72907,3.7290699999999997,0.0,0.0,2.047027587890625
