time,e1,e2,e3,zd,theta,yaw_dot,x,y,h
0.046999999999997044,-0.6743186400911578,-0.030711275463989107,-0.030711275463989107,3.57484,0.48380526865282814,-0.2,0.06555675715208054,3.0637042820453644,1.968719482421875
0.0969999999999942,-0.6944152992885138,-0.04640127546398887,-0.04640127546398887,3.5591500000000003,0.482932604026831,-0.2,0.06397353112697601,3.0622834153473377,1.970184326171875
0.14699999999999847,-0.706607916758307,-0.04649127546398901,-0.04649127546398946,3.55906,0.4810127418496372,-0.2,0.06453242897987366,3.0634703412652016,1.97113037109375
0.19699999999999562,-0.7110326945117089,-0.046511275463989143,-0.046511275463989143,3.55904,0.48031461014883947,-0.2,0.06553509831428528,3.0653684064745903,1.97528076171875
0.2469999999999999,-0.7273698161770179,-0.0438912754639893,-0.0438912754639893,3.56166,0.47734755042044913,-0.2,0.06596294790506363,3.0665851682424545,1.9791259765625
0.29699999999999704,-0.7533852038828801,-0.037241275463989254,-0.037241275463989254,3.56831,0.47228609558966556,-0.2,0.0663401409983635,3.068634480237961,1.986419677734375
0.3469999999999942,-0.766026425622059,-0.03404127546398872,-0.03404127546398872,3.5715100000000004,0.46984263463687354,-0.2,0.06634589284658432,3.0699270889163017,1.99029541015625
0.39699999999999847,-0.7815427278736804,-0.029031275463989203,-0.029031275463989203,3.57652,0.4667010419832837,-0.2,0.06621329486370087,3.072565756738186,1.998046875
0.4969999999999999,-0.7942574361267241,-0.023291275463988903,-0.023291275463988903,3.58226,0.46390851518009274,-0.2,0.06605620682239532,3.0776636004447937,2.010528564453125
0.546999999999997,-0.7831373898123162,-0.018371275463988646,-0.01837127546398909,3.58718,0.4649557127312894,-0.2,0.06721779704093933,3.079364575445652,2.014312744140625
0.5969999999999942,-0.7234231770111181,0.0006187245360109728,0.0006187245360105287,3.60617,0.4715879638888678,-0.2,0.06897452473640442,3.0828986763954163,2.021484375
0.6469999999999985,-0.6961851270353372,0.005898724536010036,0.005898724536010036,3.6114499999999996,0.4750786223928565,-0.2,0.0694679468870163,3.0850225910544395,2.024749755859375
0.6969999999999956,-0.6745926101663757,0.014768724536010858,0.014768724536010858,3.62032,0.4771730174952497,-0.2,0.07015687227249146,3.0901493057608604,2.03192138671875
0.7469999999999999,-0.6584730000578802,0.017648724536011073,0.01764872453601063,3.6231999999999998,0.4792674125976429,-0.2,0.07035313546657562,3.0925616919994354,2.03485107421875
0.796999999999997,-0.5898778538806821,0.034688724536010795,0.034688724536010795,3.64024,0.4874704600820162,-0.2,0.07072646915912628,3.098141461610794,2.0400390625
0.8469999999999942,-0.5451403237480643,0.042868724536011094,0.04286872453601065,3.64842,0.49323004661359754,-0.2,0.070891834795475,3.101156562566757,2.042572021484375
0.8969999999999985,-0.5380604037778358,0.049158724536011,0.049158724536011,3.65471,0.49340457953879696,-0.2,0.07117374241352081,3.108040362596512,2.047882080078125
0.9469999999999956,-0.5141228048641238,0.05071872453601145,0.05071872453601145,3.65627,0.4968952380427856,-0.2,0.07210713624954224,3.111168421804905,2.05035400390625
0.9969999999999999,-0.4914376010614814,0.05918872453601054,0.05918872453601054,3.6647399999999997,0.4991641660703783,-0.2,0.07332263886928558,3.1171303763985634,2.055023193359375
1.046999999999997,-0.4435902254166959,0.06575872453601139,0.06575872453601095,3.67131,0.5056218843027572,-0.2,0.0738043561577797,3.1201327219605446,2.05718994140625
1.0969999999999942,-0.36601115117065763,0.08776872453601126,0.08776872453601126,3.6933200000000004,0.5143485305627289,-0.2,0.07480074465274811,3.1274358481168747,2.061767578125
1.1469999999999985,-0.3208363255072082,0.09150872453601133,0.09150872453601089,3.69706,0.520806248795108,-0.2,0.07516782730817795,3.1305409520864487,2.0635986328125
1.1969999999999956,-0.3224006189619053,0.09556872453601084,0.0955687245360104,3.70112,0.5199335841691107,-0.2,0.07615886628627777,3.136776387691498,2.06689453125
1.296999999999997,-0.314390765481968,0.09460872453601077,0.09460872453601077,3.70016,0.5213298475707062,-0.2,0.07863982766866684,3.1471900641918182,2.070648193359375
1.3469999999999942,-0.27136335236677045,0.0984787245360117,0.09847872453601125,3.7040300000000004,0.5274384999526863,-0.2,0.08030574768781662,3.15069879591465,2.07177734375
1.3969999999999985,-0.2417339360665096,0.10238872453601111,0.10238872453601067,3.7079400000000002,0.5314527572322734,-0.2,0.0832064226269722,3.157030701637268,2.07403564453125
1.4469999999999956,-0.21794895702830885,0.10603872453601104,0.10603872453601104,3.71159,0.5345943498858631,-0.2,0.08448329567909241,3.159952327609062,2.075103759765625
1.4969999999999999,-0.17388663518423186,0.10776872453601127,0.10776872453601083,3.71332,0.5412266010434417,-0.2,0.08724354207515717,3.1662096679210663,2.07745361328125
1.546999999999997,-0.04018977764476306,0.12547872453601094,0.1254787245360105,3.73103,0.5593780252641826,-0.2,0.08828538656234741,3.1688909232616425,2.078369140625
1.5969999999999942,0.004613061435910559,0.12514872453601056,0.12514872453601056,3.7306999999999997,0.5665338751973594,-0.2,0.09046284854412079,3.174138516187668,2.080230712890625
1.6469999999999985,0.010296816779024276,0.12634872453601087,0.12634872453601087,3.7319,0.5672320068981571,-0.2,0.09153798967599869,3.176691085100174,2.0811767578125
1.6969999999999956,0.006808696625410171,0.1282187245360107,0.1282187245360107,3.73377,0.56635934227216,-0.2,0.0937962755560875,3.1820624321699142,2.083099365234375
1.7469999999999999,0.0020416178748767777,0.13095872453601087,0.13095872453601087,3.73651,0.5651376117957639,-0.2,0.09499644488096237,3.1848090142011642,2.083831787109375
1.796999999999997,-0.0032106572657775168,0.13119872453601067,0.13119872453601067,3.73675,0.5642649471697667,-0.2,0.09725407510995865,3.1900867223739624,2.08502197265625
1.8469999999999942,0.00578504003872915,0.13136872453601134,0.13136872453601134,3.73692,0.5656612105713621,-0.2,0.09830844402313232,3.192502424120903,2.085418701171875
1.8979999999999961,0.021556369560058464,0.1317087245360109,0.1317087245360109,3.73726,0.5681046715241542,-0.2,0.1000668853521347,3.197057843208313,2.08642578125
1.9469999999999956,0.07320607794155443,0.14591872453601074,0.14591872453601074,3.75147,0.5738642580557356,-0.2,0.10074324905872345,3.198994502425194,2.08673095703125
1.9969999999999999,0.07740941938799217,0.14472872453601093,0.14472872453601093,3.75028,0.5747369226817327,-0.2,0.10164882242679596,3.2023247480392456,2.0870361328125
2.046999999999997,0.14745341711932625,0.14964872453601075,0.14964872453601075,3.7552,0.5850343652684993,-0.2,0.10200697928667068,3.2036569714546204,2.0870361328125
2.096999999999994,0.15347705508115705,0.14916872453601115,0.14916872453601115,3.75472,0.5860815628196958,-0.2,0.10293067246675491,3.2065344750881195,2.087310791015625
2.1469999999999985,0.16805200575872803,0.14853872453601058,0.14853872453601058,3.75409,0.5885250237724879,-0.2,0.10401995480060577,3.208114340901375,2.087921142578125
2.247,0.16848603287430386,0.14011872453601093,0.14011872453601093,3.74567,0.5900958200992829,-0.2,0.10662821680307388,3.2113739252090454,2.08953857421875
2.296999999999997,0.1630722726815126,0.13915872453601086,0.13915872453601086,3.74471,0.5893976883984852,-0.2,0.10819436609745026,3.2128051072359085,2.090118408203125
2.346999999999994,0.16093214879564943,0.1391887245360106,0.1391887245360106,3.7447399999999997,0.5890486225480862,-0.2,0.10870622098445892,3.2133601158857346,2.09027099609375
2.3969999999999985,0.1592564702871213,0.1386587245360107,0.1386587245360107,3.74421,0.5888740896228868,-0.2,0.10936759412288666,3.214377909898758,2.0904541015625
2.4469999999999956,0.15531869226645867,0.1390287245360109,0.1390287245360109,3.74458,0.5881759579220891,-0.2,0.10963328927755356,3.2147713750600815,2.090362548828125
2.546999999999997,0.17477906088785122,0.1399187245360105,0.1399187245360105,3.7454699999999996,0.5911430176504794,-0.2,0.11110939085483551,3.216268837451935,2.09014892578125
2.5984999999999943,0.18836277017762093,0.1443087245360113,0.1443087245360113,3.74986,0.592539281052075,-0.2,0.11240778118371964,3.2169635593891144,2.09014892578125
2.6469999999999985,0.19506245774179298,0.14738872453601104,0.14738872453601104,3.75294,0.5930628798276731,-0.2,0.11302702128887177,3.2170585989952087,2.09033203125
2.6969999999999956,0.21042243130389515,0.15528872453601084,0.15528872453601084,3.76084,0.5941100773788698,-0.2,0.11418566107749939,3.2168239653110504,2.0908203125
2.747,0.2048376121344191,0.15905872453601155,0.15905872453601155,3.7646100000000002,0.592539281052075,-0.2,0.11452651768922806,3.21647372841835,2.09100341796875
2.796999999999997,0.19847688900674765,0.15433872453601083,0.15433872453601083,3.75989,0.5923647481268755,-0.2,0.1149921715259552,3.215328589081764,2.0911865234375
2.8969999999999985,0.22681374429477774,0.15826872453601082,0.15826872453601082,3.76382,0.596204472481263,-0.2,0.11519905924797058,3.2131146788597107,2.09228515625
2.9469999999999956,0.2355573248475471,0.15734872453601056,0.15734872453601056,3.7629,0.5977752688080579,-0.2,0.11570767313241959,3.2135314494371414,2.092681884765625
2.997,0.25004482409332773,0.15768872453601057,0.15768872453601057,3.7632399999999997,0.6000441968356506,-0.2,0.11648577451705933,3.2140376567840576,2.0933837890625
3.046999999999997,0.2567255552624328,0.15688872453601066,0.15688872453601066,3.7624400000000002,0.6012659273120465,-0.2,0.11684346944093704,3.2140228003263474,2.0936279296875
3.0974999999999966,0.2543861498377513,0.1529087245360108,0.1529087245360108,3.75846,0.6016149931624454,-0.2,0.1174934133887291,3.2133810967206955,2.093658447265625
3.1469999999999985,0.2579362298329535,0.15317872453601078,0.15317872453601078,3.75873,0.6021385919380436,-0.2,0.11765752732753754,3.2129707634449005,2.09344482421875
3.1969999999999956,0.3153774986327287,0.15064872453601064,0.15064872453601064,3.7561999999999998,0.611912435749212,-0.2,0.11760766804218292,3.211933210492134,2.0926513671875
3.247,0.3402672797395452,0.14530872453601118,0.14530872453601118,3.7508600000000003,0.6169738905799955,-0.2,0.11740925908088684,3.2111776024103165,2.092254638671875
3.296999999999997,0.3378226508167481,0.14411872453601093,0.14411872453601093,3.74967,0.6167993576547961,-0.2,0.11701586097478867,3.208907201886177,2.091094970703125
3.346999999999994,0.3378165508380686,0.14226872453601125,0.14226872453601125,3.7478200000000004,0.6171484235051949,-0.2,0.1172737181186676,3.209120273590088,2.090423583984375
3.3969999999999985,0.3368074334199216,0.14231872453601024,0.14231872453601024,3.74787,0.6169738905799955,-0.2,0.11765679717063904,3.2091893404722214,2.08917236328125
3.4469999999999956,0.3392538598281778,0.14258872453601068,0.14258872453601068,3.74814,0.6173229564303944,-0.2,0.11780747026205063,3.208991304039955,2.08880615234375
